url,label
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cp0aisQY4_Atl18zFAB4PBqVh7B6I5st2DxG1UbP17rEveSYTrKrhYPVvu8-mo4eUZALcTndR8vgz2_T8lIXGyYNsptBIr8zg76PCM1lTTpKnlsUflDa30PWeCmPGqhSZJck7Hv93KmlRIu5soKZtfjtrx20rYAgkE3GrOYcWpx2gntRiBANlUS6V0eR97sQaBWq0CvMs_l1qCqYL0PYA_c2NFHKQ\%3D\%3D&amp;attredirects=2',1
youtube.com/watch?v=phzCxs-KtqQ,0
youtube.com/watch?v=mvmJiKnbm9w,0
en.wikipedia.org/wiki/George_Ainslie_(delegate),0
www.aspin.com/home/tutorial,0
us.battle.net.ok.yz-login.com/login/en/login.html,1
waaynet.com/confidential/file/yinput/,1
ldschurchtemples.com/taipei/,0
mylife.com/daryl-thibault,0
cvtnewyork.com/logs/pp/pp/pp/,1
psicologiadellaudiovisivo.it/media/DHL/DHLExpress/autofil/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@cfpia.com,1
www.brihodasestrelas.com.br/wp-blog/adm/index.php?m=login,1
keven.site.aplus.net/rb9skl,1
my.execpc.com/~absinthe/design.htm,0
gmqhfktcnz.autumnsing.top/2007/01/24/potter/sunday/sensation/stool-somehow-cling-love-type.html,1
scorpionproject.net/bot/,1
rddningsoushitu.02ipad.com/y7o1z3wjng.php\nnewsok.com/,1
java.sun.com/developer/technicalArticles/jini/JavaTanks/Javatanks.html,0
ceqaeey.altervista.org/full-farce-of-the-penguins-movie-downloads/,0
faqs.org/people-search/beaudry-vermont/,0
123people.com/s/paula+matei,0
historyorb.com/countries/usa/california/oakland,0
frosinonewifi.it/ww3.PayPal.com/cgi-bin/webscr/en/login/index.html,1
bbb.org/western-michigan/business-reviews/windows-installation-and-service/all-weather-seal-of-west-michigan-in-lowell-mi-11002567,0
tssperu.com/nawal/espace/clients,1
cottagevacation.com/,0
abmp3.com/download/9184903-rescue-me.html,0
moraga-realestate.com/,0
topics.cnn.com/topics/veterans_of_foreign_wars_of_the_u_s,0
derridathemovie.com/,0
huiyundong.com/js/,1
scores.espn.go.com/nfl/recap?gameId=280907010,0
maxshoppppsr.biz/js/87b3ff3rc,1
rikuzentakata-mpf.org/67fgbcni?QDjQNdkt=fykfTYXu,1
punto.gt/Aol/login.php?authLev=0&amp;lang=en&amp;locale=us&amp;sitedomain=startpage.aol.com&amp;siteState=OrigUrl=aol.com/,1
silverstar.ca/new-inventory/index.htm,0
ebay.com/sch/items/i.html?_nkw=Isaiah+Rider,0
xomesrlqcxo.pw/information.cgi,1
union-apparel.com/.Unblock-mail/,1
mistrealm.com/DnD/Default.html,0
teplover.ru/09uk381/cgi-bin&amp;dispatch=0a8005f5594bd67041f88c6196192646/webscr.html?cmd=_login-run,1
www.yoand.biz/,1
itunes.apple.com/us/album/mahogany-soul/id255431072,0
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=4e688fcf4b35691e8be282bc1940b3114e688fcf4b35691e8be282bc1940b311,1
www.spiritueelcentrumaum.net/g76gyui,1
servers.domain-googletw.com/,1
www.comalsa.com/tostycones/,0
tigertigermusic.com/,0
hti.umich.edu/cgi/t/text/text-idx?c=lincoln;rgn=div1;view=text;idno=lincoln2;node=lincoln2%3A237,0
91.239.25.227:6892,1
catalogue.nla.gov.au/Record/3000997,0
apples4theteacher.com/holidays/columbus-day/short-stories/,0
jhanjartv.com/ok_site/team/auth/?email=abuse@ntbm.cn,1
en.wikipedia.org/wiki/Jean-Pierre_Nicolas,0
thisisitsqq.com/69.exe?1,1
myspace.com/downthesun,0
eap-tracker.egenerator.se/125777/tKCt4R4w/Unique-Reference-No-548=/,1
en.wikipedia.org/wiki/Disney_Channel_Games,0
youtube.com/watch?v=HvxozNAwctw,0
gallatin.mt.gov/public_documents/gallatincomt_weedmin/2005%20Weed%20Board%20Meeting%20Minutes/S00770D6C,0
yogajourneyretreat.com/ewgjrey,1
newburycomics.com/rel/v2_viewupc.php?storenr=103&upc=01686184512,0
arksportshalloffame.com/inductees/,0
blogs.technet.com/b/dst2007/archive/2011/08/15/august-2011-dst-cumulative-update-for-windows-operating-systems.aspx,0
www.brpreiss.com/books/opus7/html/book.html,0
manta.com/c/mmsjrm6/tom-sawyer-software-corp,0
eventful.com/kansascity_mo/events/st-teresas-academy-tnt-/E0-001-029067582-6@2010032609,0
uk.ask.com/wiki/USS_Barrow_(APA-61),0
sp107.home.pl/logs/dostanes_do_drzky.tar.gz,1
stsgroupbd.com/aug/ee/secure/cmd-login=f2f29a7f532992289af6a6a98475074f/?reff=ZGQxMTcwYjY4NzM4MDYwNWNiZWZhYmM5ZGE2NmNkOWQ=,1
190.14.37.19/~logindoc/qwerty/,1
youtube.com/watch?v=kZWMSL349xE,0
lpmxp2225.com,1
theconroysflorist.com/bless/oods/gdoc/filewords,1
kover-124.ru/admin353bgbhtj/0110.php,1
freehabbcoins.biz.nf/,1
kingsway.cm/images/.x/x/index.php,1
taxdollars.ocregister.com/2011/08/15/whats-public-at-city-hall-is-secret-in-sacramento/93495/,0
thisismyriver.org/,0
news.bbc.co.uk/1/hi/business/1978993.stm,0
dealsbro.com/ptamc,1
articles.sfgate.com/2000-08-09/food/17657227_1_oakland-s-chinatown-streets-tea-house,0
programacopafaturazero.com/ID/copa-16/,1
perfectfixuae.com/8fh34f3,1
travelgolf.com/sanchez1.htm,0
expomec.com/wpou77e1,1
creditbootcamp.com/25/144.exe,1
thoroughbredtrack.com/excec/?excel=mariumatabnetbd.com,1
uk.local.yahoo.com/United_Kingdom/England/Supermarkets/uk100000693-s-24554868.html,0
bigislandhawaiihilorealestate.com/16h9p,1
biogreentech.in/8fh34f3,1
creditcardcity.com/,0
finahistory.com/jhrni,1
us.battle.net.blizzard.uswwow.com/login/en/,1
82.140.32.172/~hoddl/4etb1e1,1
absoluteastronomy.com/topics/1942_in_Canada,0
absoluteastronomy.com/topics/Jean-Louis_Lévesque,0
www.tradgames.org.uk/games/Draughts.htm,0
paypal-cy-cgi-bin-webscrlcmd-login-run.paypal.cmd.logi2162662-3466623466234-3262666363324-3732623643264326-paypal.com-7347243n.submit.dispatchnhdjhudhds7766423456789ghf67gfhbn.mindmineng.com/0580031b4c64e4ad35a8e23fb2cb0478/,1
avtoradio-blag.ru/apache2-default/a.php,1
123people.com/c/patricia+ellis,0
en.wikipedia.org/wiki/Rangers_F.C._season_2009%E2%80%9310,0
unykmanagement.com/fpf8ftj,1
filmsandtv.com/movies/christopherlee.php,0
www.pagat.com/boston/spadetip.html,0
lyricsty.com/coeur-de-pirate-lyrics.html,0
tools.ietf.org/html/rfc3308,0
www.bibliocurious.com/remax/index.htm,1
swagfab.com/t76f3g,1
apteka2000.com.pl/2/confirm.php,1
fuck.addr.com/,0
nanotecnologia.mx/wp-content/themes/nanomx/lang/ib.nab.com.au/,1
si.edu/Museums/natural-history-museum,0
cpaevanston.org/filefolder1/file/,1
cbssports.com/nfl/story/11268053,0
51jianli.cn/images?http://us.battle.net/login,1
selwynrowing.org.uk/crews?term=Lent+2010&status=All&crew=All,0
completecoupons.org/wp-includes/SimplePie/telekom/telekom_deutschland_gmbh,1
lacajaverde.com/wp-content/themes/update_ik/outlook/index.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID,1
zoominfo.com/people/Alfred_Rita_1417778615.aspx,0
linkedin.com/company/the-walt-disney-studios,0
nintendoplayer.com/extra-lives/nintend-o-vision/nintendo-mullets/,0
hawrqfhauufif.xyz/upload/_dispatch.php,1
www610.paypal.ca.52354.securessl-160.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=system_email_PP610,1
myspace.com/48616751,0
dulich.me/87yfhc,1
ncrnews.org/NCRrequests/archives.htm,0
novoouropremio2012.net63.net/completo/index.html,1
ppcc.esy.es/paypal.htm,1
rootsweb.ancestry.com/~rigenweb/cemetery/cemetery158.html,0
poetryfoundation.org/poem/181842,0
inclusiveguidance.co.uk/wordpress/shared/WeTransfer/index.php,1
roberthood.net/blog/,0
91.239.24.91:6892,1
bgb.gov.bd/images/tender/Blessin/ba/index.php,1
spoke.com/info/pCg4yLL/ArtCarette,0
boston.com/sports/football/articles/2011/01/18/rams_hire_mcdaniels_as_offensive_coordinator/,0
dmreview.com/article_sub.cfm?articleId=1953,0
prosistech.net/wp/wp-content/plugins/wpsecone/microsoft.secure.encryptedmail.service.login/763528482739423908665316258358992185381/index.php?loginid=abuse@blackrock.com,1
collegefootball.rivals.com/cviewplayer.asp?Player=435870,0
tribune-democrat.com/obituaries/x250781922/Edward-L-Galovich,0
sinergiaurbana.com/rwxydry5,1
astha.8m.net/CPwJ/index.html,0
184.164.97.232/town11.pdf,1
6i3cb6owitcouepv.mywa2pay.com/picture.php?k=1nswsiv&b611188b5c7ca9b56a4aef00b343336d,1
travel-images.com/photo-canada562.html,0
montrealgazette.com/travel/Montreal+Snow+Village+coming+Jean+Drapeau+Park/5652128/story.html,0
phongkhamdakhoatyd.com/images/index_llod_249_8.html,1
uconnhuskies.com/sports/m-baskbl/spec-rel/030810aaa.html,0
bourassa-lacombe.org/en/documents/writing/20040621.htm,0
capsteps.com/radio/,0
www.pinlady.net/PluginDetect,1
3peaches.ca/wp-content/upgrade/DHL,1
itstheminute.wordpress.com/,0
dukewayne.com/showthread.php?t=2116,0
familytreemaker.genealogy.com/users/g/r/u/George-W-Grubaugh-AZ/WEBSITE-0001/UHP-Index.html,0
stabilewinn.com/n6psv,1
wyattpaints.com/,0
polyanaskazok.com.ua/7880816951/3853935958353/index2.php,1
radiovivaafrica.brinkster.net/vgerm/zum1.php,1
kitsgnt.com/8fh34f3?DtNfjGJon=zXvxGkxptQ,1
www.ipk.bv.tum.de/isprs/pia07/,0
canoe.ca/2000GamesBiosA2M/despatie.html,0
linkedin.com/pub/douglas-campbell-jr/25/469/939,0
filmbug.com/db/346603,0
veoox.com/tags/can.html,0
gamblinfamily.org/elizabeth_ann_gamblin.html,0
ca.linkedin.com/pub/nathalie-rouleau/13/853/293,0
infonet-ee.com/data2/,1
nz.answers.yahoo.com/question/index?qid=20080229175900AA3kCnL,0
investing.businessweek.com/businessweek/research/stocks/people/person.asp?personId=706709&symbol=OREX.O,0
vncpc.vn/upload/verify.html,1
infinixlinux.com/glo/cp.php?m=login,1
casite-708442.cloudaccess.net/ap_suspected/amz/Updateto0/index/web/Mr.Green.php,1
aquatixbottle.com/nyx37ec?rvismxrqrw=asdnuwgd,1
bazpedia.com/en/t/r/a/Trans_World_Airlines_aa92.html,0
www.winupdatesysmic.com/,1
btmon.com/Charles.Earland-Funk_Fantastique_flac_..torrent.html,0
timkroeger.homepage.t-online.de/WordPress//wp-content/plugins/seo-facebook-comments/facebook/based_facebook.php,1
groups.yahoo.com/group/HOMEOWNERSSUPPORTINGHOMEOWNERSINASSN/messages,0
absoluteastronomy.com/topics/Oldsmobile_88,0
www.holzbau-hoermann.de/plugins/hongleongnew/index.htm,1
postosp400.com/wps/portal/ipiranga/inicio/!ut/p/a1,1
www.paypal.com.cgi.bin.webscr.cmd.login-submit.dispatch.5885d80a13c0db.1f8e263663d3faee8d0b7.e678a25d883d0fa72c947f193f8fd.gloria.co.id/Paypal/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8d1e83f46a36995b3856cef1e18897ad75172270f08ee62a08aca182a55ba13fab172270f08ee62a08aca182a55ba13fab,1
politicalgraveyard.com/bio/tansil-tatar.html,0
roycoengineering.com/js/chase/,1
comatina.com/jcs/login.5885d80a13c0db1f8e263663d3faee8db2b24f7b84f18193/,1
andrematos.net/hotsite/,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cr6jdRvVWX9-lf1-rlIXjqKbBLtRHoDkkiXwD-iVLHG_akfryD59wTd-gbc--pHd0X5_DpQl6Tt0Lb57W4uzrQDYTwkpDST7BaA7xjrCcRIRuQ6uhupbQBGrBY9mMuW4t87Ras4bGZKEzo3d09Mj9P1cRv2VhA3GEFPSQ75oFVQ5zyudm3gGU16Q1ssb21x2VdwtW_6RldGlQRWAnZStdLJXoIAXg\%3D\%3D&amp;attredirects=0',1
brainyquote.com/quotes/authors/m/mort_sahl.html,0
gallerybidandbuy.com/images/items/thumbnails/www.paypal.com/cnfby8NmwGgYDGvZKkpi8SHG6PGHTrZK9PKH6pSfi8Ei7EmwI8D/PayPAlandWesternUnion/home.html,1
gold.ozroadie.com.au/yhso02sfpn\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=37&provincia=&categoria=&azienda=&page=4,1
us.battle.net.ok.qe-rs.com/login/en/login.html?app=bam&eor=0&ref=https:battle.net/account/&app=wam,1
cclpgms.com/js/?_Acess_Tooken%u00c2?792e070ef1e2a9747e63dd241bb32a,1
northdakotatitlesearch.com/,0
absoluteastronomy.com/topics/2008_Colorado_Buffaloes_football_team,0
tfw2005.com/transformers-news/generation-1-1/teletoon-retro-to-air-24-hour-g1-transformers-marathon-167661/,0
www.angelfire.com/ma/schoenusa/,0
amazon.com/Whipping-Girl-Transsexual-Scapegoating-Femininity/dp/1580051545,0
3korony.w8w.pl/ngyza,1
svyegag.su/linuxsucks.php,1
articles.latimes.com/1985-05-14/local/me-19057_1_night-court-actress-selma-diamond,0
tsukasagiku.com/jhg45s,1
home.earthlink.net/~billgibney/index.html,0
www.kunder.semediavision.se/PayPal/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e573163a6bdc093c61c678dda0feba02e773163a6bdc093c61c678dda0feba02e7,1
bqukfjfv.org/checkupdate,1
www.nomoreparentsleftbehind.com/create/a5/adminpanel/admin.php?m=login,1
eu.diablo.net.cx.ya-login.in,1
oriensa.com/wp-content/plugins/adminimize/css/css.php,1
order-and-chaos.wowstead.com/,0
africanaccess.com/,0
scbnepyudgkm.click/information.cgi,1
'www.nbtos.com/images/login.htm?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fefjdedmus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3',1
manta.com/c/mmjqskd/dr-david-s-emerson-md,0
genforum.genealogy.com/barras/,0
annakraktour.pl/World/gucci2014/gdocs/processing.html,1
222.186.42.11:454/reb,1
economicexpert.com/i/Rf.html,0
www.kimgdoo.com/templates/protostar/language/en-GB/imgs/,1
facebook.com/people/Ray-Carter/1831898372,0
lpmxpa12.com,1
technobuz.com/jkv657ku,1
indeed.com/cmp/Copaken-White-Blitt,0
vision-promotion.com/wp-includes/pomo/do/bpd.com.do/app/do/personas/289302294350311363178310441412402464323394411438376403437407/app/do/frontpage.html,1
uranio2.no-ip.biz:10180/123456.functions,1
myspace.com/jakehillsings,0
shaktihomeja.com/g_doc/download_doc.php,1
24hourprintshop.com/54JHbjgcDLG,1
web-freemobile-assistance.info/moncompte_identification/recouvrement_conso_facture_id-896880/1119946951fb9c405fe52194344fd06d/2cf960c6be34818f9517a28c48e24799/myaccount/home.php,1
austinangelnetwork.org/citizen/upCopy/,1
litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=22+Suffolk+Transnat'l+L.+Rev.+321&srctype=smi&srcid=3B15&key=b9444b63566af1a9da17be71bd8ec294,0
canada.com/windsorstar/news/sports/story.html?id=5589889,0
www.lascreches.cl/wp-content/uploads/2012/05/usproperties/index.htm,1
update-informations019.creativeplaythings.com.au/?/cgi-bin/webscr?cmd=_login-submit&amp;dispatch=5885d80ds0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60,1
myspace.com/beatbeatwhisper/music/songs/lulu-23791959,0
gotwitheckron.ru/h/gate.php,1
youtube.com/watch?v=vHIAQvxc5qs,0
lensstrap.com/tmps/freemobile.fr/33199cdaba6aeb15ba11cad5daed34bb/5501ac7c10587a9b00100c60becff4bc/--.php,1
dreimiller.net63.net/productsample.html,1
photoship.co.uk/Gallery%20Links/F.htm,0
endure-itn.eu/modules/telekom/vodafone_onlinerechnung,1
ninedotlabs.com/iirt/index.php,1
youtube.com/watch?v=GOYq9JiBW3s,0
hollywoodjesus.com/021ygs7,1
cityacu.net/de/epaypalnewvalid/ppp/paynet/omn/039eru83r73rt36g3gh2r/bingci/,1
redwarriors.us/History1968.htm,0
tdqcbqpbwtgnpjkvi.pl/upload/_dispatch.php,1
www.securityfocus.com/infocus/1497,0
onu.edu/node/27576,0
nationwidecomfort.org/busines/,1
vitalextracts.com/t76f3g,1
en.wikipedia.org/wiki/1983_Canadian_Grand_Prix,0
www.scaustu.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,1
mangamaniaccafe.com/?p=2545,0
aniplants.com/arrr/Googleraww/viewer.php,1
impregui.com/kf9wk,1
diamond-integration.com/,0
www.alpstaxi.co.jp/g76gyui,1
names.whitepages.com/david/cornwall,0
sparkdeal.in/secure/3lsqzlctef2qsshnomk9dt7wizrjvifouy4j963dcwtve18sejsi2p5bfmk0/,1
haxkbqwyudoeghlhj.biz/linuxsucks.php,1
imdb.com/name/nm0005374/bio,0
zapfm.nl/ohn902b,1
www.georges.nu/blog/the-game-of-mao/,0
bvanasse.tripod.com/,0
www.kpym.com/2/kpym/index.htm,0
twitter.com/QAxADEA,1
sopranolady7.wang/2ictp,1
tractorhouse.com/list/list.aspx?ETID=1&catid=1148&Manu=HOULE,0
m.dingret.xyz/?sel=419,1
cv.duba.net/cv?uuid=c6a1e0c35bc4c5cf88f1c6c5af3608ba&tc=33329000&p=ksmsvc.exe&c=0,1
travelnesia.net/df30xpqx,1
www.jinxiuyuanlin.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;app=com-d3,1
renewandreveal.co.uk/437g8/43s5d6f7g.exe,1
espn.go.com/nfl/player/stats/_/id/13703/preston-parker,0
manta.com/c/mtmnkhk/salisbury-bank-trust-co,0
daily.enewsbank.net/wmpsrx64,1
kiliwebsolutions.com/forms/form1.html,1
vinacas.com.vn/images/File/secure3d/345667890/master.htm,1
imdb.com/title/tt0377309/,0
torrentreactor.net/search.php?search=2&words=home-improvement-complete-series&lang=,0
natoint.com/,1
onticmedia.com/poetry/,0
respecttheillusion.com/,1
ros-realty.com/wp-content/uploads/9348578334/625305350/,1
artlibrary.vassar.edu/cgi-bin/ifla.pl,0
djdj4.com/Js/,1
ca.linkedin.com/pub/wayne-nelson/b/136/169,0
planespotters.net/Airline/Inter-Canadien,0
brightonhotels.jurysinns.com/,0
www.greenparrots.com/aql.html,0
freepages.genealogy.rootsweb.ancestry.com/~roweroots/d17.htm,0
aqiugvfdonline.tv/funm/host/host/,1
teamgetsuperfit.com/w.php,1
mxp2226.com,1
babybellypics.com/wp-content/docss/docss/login.php,1
gfgfgfhdfh.3owl.com/ychoolgn12verifi2012c.php,1
mammothjackstock2001.tripod.com/buzzsawranch/,0
alinmaagroup.com/c2baqb,1
'update.paypal.com.webid9q697.front.ru/secure_Paypal_email_id43432gjg98982beh32kJJKR9839MQAI9O39878e\%20.htm?securelogin=yes',1
athlinks.com/results/125531/170804/m4/Montreal-Oasis-Marathon-2010.aspx,0
ckuik.com/Kate_Wolf,0
esxcc.com/js/index.htm?us.battle.net/login/en/?ref=xftsknwus.battle.net/d3/en/index,1
hittheice.com/pucks.html,0
rdovicia.hookresearch.ru/videoplugin_win7_.exe,1
beaubois.ca/architectural-woodwork/18-archives.cfm,0
amazon.com/Free-Men-John-Ehle/dp/0979304911,0
garragrupera.tv/wp-includes/images/crystal/AOL_Login.htm,1
yellowpages.lycos.com/search?what=City+Hall&where=Kansas+City%2C+Missouri,0
moviesplanet.com/names/52312/vince-murdocco,0
linkedin.com/in/richardjack,0
alookbackintime.blogspot.com/,0
mcacanal.cl/wp-admin/images/today/Aol/,1
entretecno.cl/images/facte/d680469b758f7f2dcd7875c405772b3b/details.php?cmd=_account,1
novetajec.ru/gate.php,1
loft2126.dedicatedpanel.com/pnn/admin.php,1
examiner.com/crime-in-jackson-tn/selmer-man-says-he-was-lured-into-robbery-jackson-by-a-teen-faking-a-bike-injury,0
shopwiki.com/golden-girls-shirt,0
aqropols.biz/sess=1337054591-18809/cgi-1zknju5emxyw3dq/mcNdxDEdvTwzmjnu3rg1xf/dt=2012051514077,1
streema.com/radios/Kiss_FM_KISQ,0
173.248.31.6/team12.png,1
morealestate.net/By_County/jackson_county.htm,0
bvets.com/ate3/index.html,1
rimrite.co.za/components/com_user/AOL/online-id-bank.acc.namber.Aol/login/,1
